X_SbBe70V	Y_SbBe70V	ErrorX_SbBe70V	ErrorY_SbBe70V	X_Sb70fit	Y_Sb70fit	ErrorX_Sb70fit	ErrorY_Sb70fit	X_Sb70bkg	Y_Sb70bkg	X_YBe70V	Y_YBe70V	ErrorX_YBe70V	ErrorY_YBe70V	X_Y70fit	Y_Y70fit	ErrorX_Y70fit	ErrorY_Y70fit	X_Y70bkg	Y_Y70bkg	X_YBe25V	Y_YBe25V	ErrorX_YBe25V	ErrorY_YBe25V	X_Y25fit	Y_Y25fit	ErrorX_Y25fit	ErrorY_Y25fit	X_Y25bkg	Y_Y25bkg
119.948	250.235	0.0965398	29.4905	237.891	306.479	0.193467	0.00000113205	237.891	306.479					245.441	2350.92	0.199365	0.0000042703	245.441	2345.37					165.591	10693.7	0.134233	0.00000318921	165.591	10693.7
120.141	246.76	0.0965398	29.285	238.278	306.289	0.193467	0.00000113135	238.278	306.289					245.84	2354.21	0.199365	0.00000440864	245.84	2348.49					165.86	10694.2	0.134233	0.00000318936	165.86	10694.2
120.334	271.088	0.0965398	30.6947	238.666	306.06	0.193467	0.0000011305	238.666	306.06					246.239	2358.1	0.199365	0.00000458645	246.239	2352.41					166.129	10694.7	0.134233	0.00000318952	166.129	10694.7
120.527	333.647	0.0965398	34.0527	239.053	305.793	0.193467	0.00000112952	239.053	305.793					246.638	2362.59	0.199365	0.00000481297	246.638	2357.18					166.397	10695.3	0.134233	0.00000318971	166.397	10695.3
120.721	274.564	0.0965398	30.8908	239.44	305.491	0.193467	0.0000011284	239.44	305.491					247.037	2362.88	0.199365	0.00000509393	247.037	2362.88					166.666	10696	0.134233	0.00000318992	166.666	10696
120.914	278.039	0.0965398	31.0857	239.828	305.157	0.193467	0.00000112717	239.828	305.157					247.436	2369.52	0.199365	0.00000545005	247.436	2369.52					166.935	10696.8	0.134233	0.00000319015	166.935	10696.8
121.107	295.416	0.0965398	32.0424	240.215	304.793	0.193467	0.00000112582	240.215	304.793					247.835	2377.07	0.199365	0.00000588751	247.835	2377.07					167.204	10697.6	0.134233	0.00000319039	167.204	10697.6
121.3	257.186	0.0965398	29.8973	240.602	304.403	0.193467	0.00000112438	240.602	304.403					248.234	2385.47	0.199365	0.00000641739	248.234	2385.47					167.472	10698.5	0.134233	0.00000319066	167.472	10698.5
121.493	330.171	0.0965398	33.8749	240.99	303.993	0.193467	0.00000112287	240.99	303.993					248.634	2394.55	0.199365	0.00000704488	248.634	2394.55					167.741	10699.5	0.134233	0.00000319095	167.741	10699.5
121.686	284.99	0.0965398	31.4719	241.377	303.57	0.193467	0.00000112131	241.377	303.57					249.033	2404.12	0.199365	0.00000776789	249.033	2404.12					168.01	10700.5	0.134233	0.00000319125	168.01	10700.5
121.88	274.564	0.0965398	30.8908	241.764	303.139	0.193467	0.00000111972	241.764	303.139					249.432	2413.89	0.199365	0.00000858251	249.432	2413.89					168.278	10701.6	0.134233	0.00000319158	168.278	10701.6
122.073	375.353	0.0965398	36.1183	242.151	302.71	0.193467	0.00000111813	242.151	302.71					249.831	2423.56	0.199365	0.00000947217	249.831	2423.56					168.547	10702.7	0.134233	0.00000319192	168.547	10702.7
122.266	267.613	0.0965398	30.4973	242.539	302.29	0.193467	0.00000111658	242.539	302.29					250.23	2432.77	0.199365	0.0000103957	250.23	2432.77					168.816	10703.9	0.134233	0.00000319228	168.816	10703.9
122.459	215.48	0.0965398	27.366	242.926	301.891	0.193467	0.00000111511	242.926	301.891					250.629	2441.14	0.199365	0.0000113078	250.629	2441.14					169.085	10705.2	0.134233	0.00000319265	169.085	10705.2
122.652	239.809	0.0965398	28.8696	243.313	301.526	0.193467	0.00000111376	243.313	301.526					251.028	2448.31	0.199365	0.0000121581	251.028	2448.31					169.353	10706.5	0.134233	0.00000319304	169.353	10706.5
122.845	305.843	0.0965398	32.603	243.701	301.207	0.193467	0.00000111258	243.701	301.207					251.427	2453.97	0.199365	0.0000128803	251.427	2453.97					169.622	10707.9	0.134233	0.00000319345	169.622	10707.9
123.039	274.564	0.0965398	30.8908	244.088	300.952	0.193467	0.00000111164	244.088	300.952					251.827	2457.85	0.199365	0.0000134042	251.827	2457.85					169.891	10709.3	0.134233	0.00000319387	169.891	10709.3
123.232	250.235	0.0965398	29.4905	244.475	300.776	0.193467	0.00000111099	244.475	300.776					252.226	2459.76	0.199365	0.0000136659	252.226	2459.76					170.16	10710.8	0.134233	0.00000319431	170.16	10710.8
123.425	215.48	0.0965398	27.366	244.863	300.7	0.193467	0.00000111071	244.863	300.7					252.625	2459.64	0.199365	0.0000136462	252.625	2459.64					170.428	10712.3	0.134233	0.00000319476	170.428	10712.3
123.618	278.039	0.0965398	31.0857	245.25	300.743	0.193467	0.00000111087	245.25	300.743					253.024	2457.5	0.199365	0.0000133464	253.024	2457.5					170.697	10713.8	0.134233	0.00000319522	170.697	10713.8
123.811	305.843	0.0965398	32.603	245.637	300.927	0.193467	0.00000111154	245.637	300.927					253.423	2453.46	0.199365	0.0000127716	253.423	2453.46					170.966	10715.4	0.134233	0.0000031957	170.966	10715.4
124.005	337.122	0.0965398	34.2296	246.025	301.27	0.193467	0.00000111281	246.025	301.27					253.822	2447.74	0.199365	0.0000119696	253.822	2447.74					171.235	10717.1	0.134233	0.00000319619	171.235	10717.1
124.198	309.318	0.0965398	32.7877	246.412	301.79	0.193467	0.00000111473	246.412	301.79					254.221	2440.62	0.199365	0.0000110224	254.221	2440.62					171.503	10718.8	0.134233	0.0000031967	171.503	10718.8
124.391	319.745	0.0965398	33.3357	246.799	302.501	0.193467	0.00000111736	246.799	302.501					254.62	2432.45	0.199365	0.0000100126	254.62	2432.45					171.772	10720.5	0.134233	0.00000319721	171.772	10720.5
124.584	326.696	0.0965398	33.6961	247.187	303.412	0.193467	0.00000112073	247.187	303.412					255.02	2423.59	0.199365	0.00000901065	255.02	2423.59					172.041	10722.3	0.134233	0.00000319774	172.041	10722.3
124.777	302.367	0.0965398	32.4172	247.574	304.525	0.193467	0.00000112483	247.574	304.525					255.419	2414.41	0.199365	0.00000806989	255.419	2414.41					172.31	10724	0.134233	0.00000319827	172.31	10724
124.97	319.745	0.0965398	33.3357	247.961	305.83	0.193467	0.00000112966	247.961	305.83					255.818	2405.24	0.199365	0.00000723985	255.818	2405.24					172.578	10725.9	0.134233	0.00000319881	172.578	10725.9
125.164	257.186	0.0965398	29.8973	248.349	307.311	0.193467	0.00000113513	248.349	307.311					256.217	2396.38	0.199365	0.00000655306	256.217	2396.38					172.847	10727.7	0.134233	0.00000319937	172.847	10727.7
125.357	274.564	0.0965398	30.8908	248.736	308.938	0.193467	0.00000114114	248.736	308.938					256.616	2388.08	0.199365	0.00000600633	256.616	2388.08					173.116	10729.6	0.134233	0.00000319993	173.116	10729.6
125.55	271.088	0.0965398	30.6947	249.123	310.671	0.193467	0.00000114754	249.123	310.671					257.015	2380.51	0.199365	0.00000558955	257.015	2380.51					173.384	10731.5	0.134233	0.00000320049	173.384	10731.5
125.743	309.318	0.0965398	32.7877	249.511	312.458	0.193467	0.00000115414	249.511	312.458					257.414	2373.79	0.199365	0.00000529194	257.414	2373.79					173.653	10733.4	0.134233	0.00000320107	173.653	10733.4
125.936	323.22	0.0965398	33.5164	249.898	314.242	0.193467	0.00000116073	249.898	314.242					257.814	2367.97	0.199365	0.00000510453	257.814	2367.97					173.922	10735.4	0.134233	0.00000320164	173.922	10735.4
126.129	330.171	0.0965398	33.8749	250.285	315.958	0.193467	0.00000116706	250.285	315.958					258.213	2363.05	0.199365	0.00000502052	258.213	2363.05					174.191	10737.3	0.134233	0.00000320223	174.191	10737.3
126.323	302.367	0.0965398	32.4172	250.673	317.538	0.193467	0.0000011729	250.673	317.538					258.612	2359	0.199365	0.00000503287	258.612	2359					174.459	10739.3	0.134233	0.00000320281	174.459	10739.3
126.516	243.284	0.0965398	29.078	251.06	318.92	0.193467	0.00000117801	251.06	318.92					259.011	2355.74	0.199365	0.0000051036	259.011	2355.74					174.728	10741.3	0.134233	0.0000032034	174.728	10741.3
126.709	260.662	0.0965398	30.0986	251.447	320.045	0.193467	0.00000118216	251.447	320.045					259.41	2353.19	0.199365	0.0000051751	259.41	2353.19					174.997	10743.2	0.134233	0.00000320399	174.997	10743.2
126.902	267.613	0.0965398	30.4973	251.835	320.866	0.193467	0.0000011852	251.835	320.866					259.809	2351.25	0.199365	0.00000518745	259.809	2351.25					175.266	10745.2	0.134233	0.00000320459	175.266	10745.2
127.095	291.941	0.0965398	31.8534	252.222	321.351	0.193467	0.00000118698	252.222	321.351					260.208	2349.83	0.199365	0.00000508116	260.208	2349.83					175.534	10747.2	0.134233	0.00000320518	175.534	10747.2
127.289	316.269	0.0965398	33.154	252.609	321.481	0.193467	0.00000118747	252.609	321.481					260.607	2348.82	0.199365	0.00000480475	260.607	2348.82					175.803	10749.2	0.134233	0.00000320578	175.803	10749.2
127.482	232.858	0.0965398	28.4481	252.996	321.258	0.193467	0.00000118664	252.996	321.258					261.007	2348.16	0.199365	0.00000327014	261.007	2348.16					176.072	10751.2	0.134233	0.00000320637	176.072	10751.2
127.675	309.318	0.0965398	32.7877	253.384	320.7	0.193467	0.00000118458	253.384	320.7					261.406	2347.77	0.199365	0.00000326959	261.406	2347.77					176.341	10753.2	0.134233	0.00000320696	176.341	10753.2
127.868	316.269	0.0965398	33.154	253.771	319.839	0.193467	0.0000011814	253.771	319.839					261.805	2347.59	0.199365	0.00000326935	261.805	2347.59					176.609	10755.2	0.134233	0.00000320755	176.609	10755.2
128.061	239.809	0.0965398	28.8696	254.158	318.723	0.193467	0.00000117728	254.158	318.723					262.204	2347.6	0.199365	0.00000326935	262.204	2347.6					176.878	10757.1	0.134233	0.00000320814	176.878	10757.1
128.254	229.382	0.0965398	28.235	254.546	317.406	0.193467	0.00000117241	254.546	317.406					262.603	2347.76	0.199365	0.00000326958	262.603	2347.76					177.147	10759.1	0.134233	0.00000320872	177.147	10759.1
128.448	330.171	0.0965398	33.8749	254.933	315.949	0.193467	0.00000116703	254.933	315.949					263.002	2348.07	0.199365	0.00000327002	263.002	2348.07					177.415	10761	0.134233	0.0000032093	177.415	10761
128.641	271.088	0.0965398	30.6947	255.32	314.414	0.193467	0.00000116136	255.32	314.414					263.401	2348.53	0.199365	0.00000327065	263.401	2348.53					177.684	10763	0.134233	0.00000320988	177.684	10763
128.834	281.515	0.0965398	31.2794	255.708	312.859	0.193467	0.00000115562	255.708	312.859					263.8	2349.14	0.199365	0.00000327151	263.8	2349.14					177.953	10764.9	0.134233	0.00000321045	177.953	10764.9
129.027	305.843	0.0965398	32.603	256.095	311.338	0.193467	0.00000115	256.095	311.338					264.2	2349.93	0.199365	0.00000327261	264.2	2349.93					178.222	10766.8	0.134233	0.00000321101	178.222	10766.8
129.22	271.088	0.0965398	30.6947	256.482	309.893	0.193467	0.00000114466	256.482	309.893					264.599	2350.92	0.199365	0.00000327398	264.599	2350.92					178.49	10768.6	0.134233	0.00000321157	178.49	10768.6
129.413	278.039	0.0965398	31.0857	256.87	308.558	0.193467	0.00000113973	256.87	308.558					264.998	2352.13	0.199365	0.00000327567	264.998	2352.13					178.759	10770.5	0.134233	0.00000321212	178.759	10770.5
129.607	298.892	0.0965398	32.2304	257.257	307.357	0.193467	0.00000113529	257.257	307.357					265.397	2353.6	0.199365	0.00000327771	265.397	2353.6					179.028	10772.3	0.134233	0.00000321266	179.028	10772.3
129.8	316.269	0.0965398	33.154	257.644	306.302	0.193467	0.0000011314	257.644	306.302					265.796	2355.35	0.199365	0.00000328015	265.796	2355.35					179.297	10774.1	0.134233	0.00000321319	179.297	10774.1
129.993	323.22	0.0965398	33.5164	258.032	305.397	0.193467	0.00000112806	258.032	305.397					266.195	2357.42	0.199365	0.00000328303	266.195	2357.42					179.565	10775.8	0.134233	0.00000321371	179.565	10775.8
130.186	250.235	0.0965398	29.4905	258.419	304.64	0.193467	0.00000112526	258.419	304.64					266.594	2359.81	0.199365	0.00000328636	266.594	2359.81					179.834	10777.6	0.134233	0.00000321423	179.834	10777.6
130.379	271.088	0.0965398	30.6947	258.806	304.02	0.193467	0.00000112297	258.806	304.02					266.993	2362.54	0.199365	0.00000329017	266.993	2362.54					180.103	10779.2	0.134233	0.00000321473	180.103	10779.2
130.573	319.745	0.0965398	33.3357	259.194	303.524	0.193467	0.00000112114	259.194	303.524					267.393	2365.62	0.199365	0.00000329445	267.393	2365.62					180.372	10780.9	0.134233	0.00000321523	180.372	10780.9
130.766	302.367	0.0965398	32.4172	259.581	303.135	0.193467	0.0000011197	259.581	303.135					267.792	2369.03	0.199365	0.0000032992	267.792	2369.03					180.64	10782.5	0.134233	0.00000321571	180.64	10782.5
130.959	302.367	0.0965398	32.4172	259.968	302.838	0.193467	0.00000111861	259.968	302.838					268.191	2372.75	0.199365	0.00000330438	268.191	2372.75					180.909	10784.1	0.134233	0.00000321618	180.909	10784.1
131.152	337.122	0.0965398	34.2296	260.356	302.616	0.193467	0.00000111779	260.356	302.616					268.59	2376.75	0.199365	0.00000330995	268.59	2376.75					181.178	10785.6	0.134233	0.00000321664	181.178	10785.6
131.345	309.318	0.0965398	32.7877	260.743	302.454	0.193467	0.00000111719	260.743	302.454					268.989	2380.98	0.199365	0.00000331585	268.989	2380.98					181.447	10787.1	0.134233	0.00000321709	181.447	10787.1
131.538	312.794	0.0965398	32.9714	261.13	302.339	0.193467	0.00000111676	261.13	302.339					269.388	2385.39	0.199365	0.00000332199	269.388	2385.39					181.715	10788.6	0.134233	0.00000321752	181.715	10788.6
131.732	312.794	0.0965398	32.9714	261.518	302.259	0.193467	0.00000111647	261.518	302.259					269.787	2389.92	0.199365	0.00000332829	269.787	2389.92					181.984	10790	0.134233	0.00000321794	181.984	10790
131.925	229.382	0.0965398	28.235	261.905	302.206	0.193467	0.00000111627	261.905	302.206					270.187	2394.48	0.199365	0.00000333464	270.187	2394.48					182.253	10791.4	0.134233	0.00000321835	182.253	10791.4
132.118	302.367	0.0965398	32.4172	262.292	302.172	0.193467	0.00000111614	262.292	302.172					270.586	2399	0.199365	0.00000334094	270.586	2399					182.521	10792.7	0.134233	0.00000321875	182.521	10792.7
132.311	267.613	0.0965398	30.4973	262.679	302.151	0.193467	0.00000111607	262.679	302.151					270.985	2403.42	0.199365	0.0000033471	270.985	2403.42					182.79	10794	0.134233	0.00000321913	182.79	10794
132.504	357.975	0.0965398	35.2724	263.067	302.141	0.193467	0.00000111603	263.067	302.141					271.384	2407.66	0.199365	0.000003353	271.384	2407.66					183.059	10795.2	0.134233	0.0000032195	183.059	10795.2
132.697	257.186	0.0965398	29.8973	263.454	302.138	0.193467	0.00000111602	263.454	302.138					271.783	2411.67	0.199365	0.00000335858	271.783	2411.67					183.328	10796.4	0.134233	0.00000321986	183.328	10796.4
132.891	274.564	0.0965398	30.8908	263.841	302.142	0.193467	0.00000111603	263.841	302.142					272.182	2415.38	0.199365	0.00000336375	272.182	2415.38					183.596	10797.6	0.134233	0.0000032202	183.596	10797.6
133.084	288.466	0.0965398	31.6632	264.229	302.152	0.193467	0.00000111607	264.229	302.152					272.581	2418.76	0.199365	0.00000336847	272.581	2418.76					183.865	10798.7	0.134233	0.00000322053	183.865	10798.7
133.277	291.941	0.0965398	31.8534	264.616	302.168	0.193467	0.00000111613	264.616	302.168					272.98	2421.79	0.199365	0.00000337268	272.98	2421.79					184.134	10799.7	0.134233	0.00000322084	184.134	10799.7
133.47	288.466	0.0965398	31.6632	265.003	302.19	0.193467	0.00000111621	265.003	302.19					273.38	2424.44	0.199365	0.00000337637	273.38	2424.44					184.403	10800.7	0.134233	0.00000322114	184.403	10800.7
133.663	309.318	0.0965398	32.7877	265.391	302.22	0.193467	0.00000111632	265.391	302.22					273.779	2426.71	0.199365	0.00000337954	273.779	2426.71					184.671	10801.7	0.134233	0.00000322143	184.671	10801.7
133.857	271.088	0.0965398	30.6947	265.778	302.258	0.193467	0.00000111646	265.778	302.258					274.178	2428.62	0.199365	0.00000338219	274.178	2428.62					184.94	10802.6	0.134233	0.0000032217	184.94	10802.6
134.05	274.564	0.0965398	30.8908	266.165	302.306	0.193467	0.00000111664	266.165	302.306					274.577	2430.18	0.199365	0.00000338436	274.577	2430.18					185.209	10803.5	0.134233	0.00000322196	185.209	10803.5
134.243	278.039	0.0965398	31.0857	266.553	302.364	0.193467	0.00000111685	266.553	302.364					274.976	2431.41	0.199365	0.00000338607	274.976	2431.41					185.478	10804.3	0.134233	0.0000032222	185.478	10804.3
134.436	257.186	0.0965398	29.8973	266.94	302.431	0.193467	0.0000011171	266.94	302.431					275.375	2432.34	0.199365	0.00000338737	275.375	2432.34					185.746	10805.1	0.134233	0.00000322243	185.746	10805.1
134.629	257.186	0.0965398	29.8973	267.327	302.51	0.193467	0.00000111739	267.327	302.51					275.774	2433.01	0.199365	0.0000033883	275.774	2433.01					186.015	10805.8	0.134233	0.00000322265	186.015	10805.8
134.822	347.549	0.0965398	34.7549	267.715	302.599	0.193467	0.00000111772	267.715	302.599					276.173	2433.45	0.199365	0.00000338892	276.173	2433.45					186.284	10806.5	0.134233	0.00000322286	186.284	10806.5
135.016	288.466	0.0965398	31.6632	268.102	302.698	0.193467	0.00000111809	268.102	302.698					276.573	2433.7	0.199365	0.00000338927	276.573	2433.7					186.552	10807.1	0.134233	0.00000322305	186.552	10807.1
135.209	288.466	0.0965398	31.6632	268.489	302.807	0.193467	0.00000111849	268.489	302.807					276.972	2433.79	0.199365	0.00000338939	276.972	2433.79					186.821	10807.7	0.134233	0.00000322323	186.821	10807.7
135.402	271.088	0.0965398	30.6947	268.877	302.923	0.193467	0.00000111892	268.877	302.923					277.371	2433.75	0.199365	0.00000338934	277.371	2433.75					187.09	10808.3	0.134233	0.00000322339	187.09	10808.3
135.595	291.941	0.0965398	31.8534	269.264	303.045	0.193467	0.00000111937	269.264	303.045					277.77	2433.61	0.199365	0.00000338914	277.77	2433.61					187.359	10808.8	0.134233	0.00000322354	187.359	10808.8
135.788	291.941	0.0965398	31.8534	269.651	303.172	0.193467	0.00000111984	269.651	303.172					278.169	2433.39	0.199365	0.00000338883	278.169	2433.39					187.627	10809.3	0.134233	0.00000322368	187.627	10809.3
135.981	344.073	0.0965398	34.5807	270.039	303.3	0.193467	0.00000112031	270.039	303.3					278.568	2433.11	0.199365	0.00000338844	278.568	2433.11					187.896	10809.7	0.134233	0.00000322381	187.896	10809.7
136.175	288.466	0.0965398	31.6632	270.426	303.427	0.193467	0.00000112078	270.426	303.427					278.967	2432.79	0.199365	0.00000338799	278.967	2432.79					188.165	10810.1	0.134233	0.00000322392	188.165	10810.1
136.368	361.451	0.0965398	35.4432	270.813	303.551	0.193467	0.00000112124	270.813	303.551					279.366	2432.44	0.199365	0.00000338751	279.366	2432.44					188.434	10810.4	0.134233	0.00000322403	188.434	10810.4
136.561	309.318	0.0965398	32.7877	271.201	303.671	0.193467	0.00000112168	271.201	303.671					279.766	2432.08	0.199365	0.000003387	279.766	2432.08					188.702	10810.7	0.134233	0.00000322412	188.702	10810.7
136.754	253.711	0.0965398	29.6946	271.588	303.783	0.193467	0.00000112209	271.588	303.783					280.165	2431.71	0.199365	0.00000338649	280.165	2431.71					188.971	10811	0.134233	0.00000322421	188.971	10811
136.947	271.088	0.0965398	30.6947	271.975	303.885	0.193467	0.00000112247	271.975	303.885					280.564	2431.34	0.199365	0.00000338597	280.564	2431.34					189.24	10811.2	0.134233	0.00000322428	189.24	10811.2
137.141	271.088	0.0965398	30.6947	272.362	303.977	0.193467	0.00000112281	272.362	303.977					280.963	2430.98	0.199365	0.00000338547	280.963	2430.98					189.509	10811.5	0.134233	0.00000322434	189.509	10811.5
137.334	326.696	0.0965398	33.6961	272.75	304.057	0.193467	0.00000112311	272.75	304.057					281.362	2430.62	0.199365	0.00000338498	281.362	2430.62					189.777	10811.6	0.134233	0.00000322439	189.777	10811.6
137.527	278.039	0.0965398	31.0857	273.137	304.124	0.193467	0.00000112335	273.137	304.124					281.761	2430.28	0.199365	0.00000338451	281.761	2430.28					190.046	10811.8	0.134233	0.00000322443	190.046	10811.8
137.72	291.941	0.0965398	31.8534	273.524	304.177	0.193467	0.00000112355	273.524	304.177					282.16	2429.96	0.199365	0.00000338406	282.16	2429.96					190.315	10811.9	0.134233	0.00000322447	190.315	10811.9
137.913	267.613	0.0965398	30.4973	273.912	304.217	0.193467	0.0000011237	273.912	304.217					282.56	2429.66	0.199365	0.00000338364	282.56	2429.66					190.584	10812	0.134233	0.00000322449	190.584	10812
138.106	316.269	0.0965398	33.154	274.299	304.243	0.193467	0.00000112379	274.299	304.243					282.959	2429.37	0.199365	0.00000338324	282.959	2429.37					190.852	10812	0.134233	0.00000322451	190.852	10812
138.3	215.48	0.0965398	27.366	274.686	304.256	0.193467	0.00000112384	274.686	304.256					283.358	2429.11	0.199365	0.00000338287	283.358	2429.11					191.121	10812.1	0.134233	0.00000322452	191.121	10812.1
138.493	330.171	0.0965398	33.8749	275.074	304.256	0.193467	0.00000112384	275.074	304.256					283.757	2428.87	0.199365	0.00000338253	283.757	2428.87					191.39	10812.1	0.134233	0.00000322452	191.39	10812.1
138.686	302.367	0.0965398	32.4172	275.461	304.245	0.193467	0.0000011238	275.461	304.245					284.156	2428.65	0.199365	0.00000338223	284.156	2428.65					191.658	10812	0.134233	0.00000322452	191.658	10812
138.879	305.843	0.0965398	32.603	275.848	304.222	0.193467	0.00000112372	275.848	304.222					284.555	2428.45	0.199365	0.00000338196	284.555	2428.45					191.927	10812	0.134233	0.0000032245	191.927	10812
139.072	274.564	0.0965398	30.8908	276.236	304.189	0.193467	0.00000112359	276.236	304.189					284.954	2428.28	0.199365	0.00000338172	284.954	2428.28					192.196	10812	0.134233	0.00000322449	192.196	10812
139.265	284.99	0.0965398	31.4719	276.623	304.146	0.193467	0.00000112343	276.623	304.146					285.353	2428.14	0.199365	0.00000338152	285.353	2428.14					192.465	10811.9	0.134233	0.00000322446	192.465	10811.9
139.459	246.76	0.0965398	29.285	277.01	304.094	0.193467	0.00000112324	277.01	304.094					285.753	2428.02	0.199365	0.00000338135	285.753	2428.02					192.733	10811.8	0.134233	0.00000322444	192.733	10811.8
139.652	271.088	0.0965398	30.6947	277.398	304.033	0.193467	0.00000112302	277.398	304.033					286.152	2427.92	0.199365	0.00000338122	286.152	2427.92					193.002	10811.7	0.134233	0.00000322441	193.002	10811.7
139.845	295.416	0.0965398	32.0424	277.785	303.965	0.193467	0.00000112277	277.785	303.965					286.551	2427.86	0.199365	0.00000338113	286.551	2427.86					193.271	10811.6	0.134233	0.00000322437	193.271	10811.6
140.038	298.892	0.0965398	32.2304	278.172	303.889	0.193467	0.00000112249	278.172	303.889					286.95	2427.82	0.199365	0.00000338107	286.95	2427.82					193.54	10811.4	0.134233	0.00000322433	193.54	10811.4
140.231	291.941	0.0965398	31.8534	278.56	303.807	0.193467	0.00000112218	278.56	303.807					287.349	2427.8	0.199365	0.00000338105	287.349	2427.8					193.808	10811.3	0.134233	0.00000322429	193.808	10811.3
140.424	295.416	0.0965398	32.0424	278.947	303.717	0.193467	0.00000112185	278.947	303.717					287.748	2427.82	0.199365	0.00000338107	287.748	2427.82					194.077	10811.1	0.134233	0.00000322424	194.077	10811.1
140.618	260.662	0.0965398	30.0986	279.334	303.621	0.193467	0.0000011215	279.334	303.621					288.147	2427.86	0.199365	0.00000338113	288.147	2427.86					194.346	10811	0.134233	0.00000322419	194.346	10811
140.811	281.515	0.0965398	31.2794	279.722	303.519	0.193467	0.00000112112	279.722	303.519					288.546	2427.93	0.199365	0.00000338123	288.546	2427.93					194.615	10810.8	0.134233	0.00000322415	194.615	10810.8
141.004	316.269	0.0965398	33.154	280.109	303.412	0.193467	0.00000112072	280.109	303.412					288.946	2428.03	0.199365	0.00000338136	288.946	2428.03					194.883	10810.6	0.134233	0.0000032241	194.883	10810.6
141.197	201.578	0.0965398	26.4685	280.496	303.3	0.193467	0.00000112031	280.496	303.3					289.345	2428.15	0.199365	0.00000338154	289.345	2428.15					195.152	10810.5	0.134233	0.00000322404	195.152	10810.5
141.39	319.745	0.0965398	33.3357	280.884	303.183	0.193467	0.00000111988	280.884	303.183					289.744	2428.3	0.199365	0.00000338175	289.744	2428.3					195.421	10810.3	0.134233	0.00000322399	195.421	10810.3
141.584	330.171	0.0965398	33.8749	281.271	303.063	0.193467	0.00000111943	281.271	303.063					290.143	2428.48	0.199365	0.000003382	290.143	2428.48					195.689	10810.1	0.134233	0.00000322394	195.689	10810.1
141.777	288.466	0.0965398	31.6632	281.658	302.939	0.193467	0.00000111898	281.658	302.939					290.542	2428.69	0.199365	0.00000338229	290.542	2428.69					195.958	10810	0.134233	0.00000322389	195.958	10810
141.97	281.515	0.0965398	31.2794	282.046	302.813	0.193467	0.00000111851	282.046	302.813					290.941	2428.93	0.199365	0.00000338262	290.941	2428.93					196.227	10809.8	0.134233	0.00000322384	196.227	10809.8
142.163	326.696	0.0965398	33.6961	282.433	302.686	0.193467	0.00000111804	282.433	302.686					291.34	2429.19	0.199365	0.00000338299	291.34	2429.19					196.496	10809.6	0.134233	0.00000322379	196.496	10809.6
142.356	357.975	0.0965398	35.2724	282.82	302.559	0.193467	0.00000111757	282.82	302.559					291.74	2429.49	0.199365	0.0000033834	291.74	2429.49					196.764	10809.5	0.134233	0.00000322374	196.764	10809.5
142.549	208.529	0.0965398	26.921	283.207	302.433	0.193467	0.00000111711	283.207	302.433					292.139	2429.81	0.199365	0.00000338385	292.139	2429.81					197.033	10809.3	0.134233	0.0000032237	197.033	10809.3
142.743	260.662	0.0965398	30.0986	283.595	302.309	0.193467	0.00000111665	283.595	302.309					292.538	2430.16	0.199365	0.00000338433	292.538	2430.16					197.302	10809.1	0.134233	0.00000322365	197.302	10809.1
142.936	260.662	0.0965398	30.0986	283.982	302.189	0.193467	0.00000111621	283.982	302.189					292.937	2430.53	0.199365	0.00000338485	292.937	2430.53					197.571	10809	0.134233	0.00000322361	197.571	10809
143.129	291.941	0.0965398	31.8534	284.369	302.074	0.193467	0.00000111578	284.369	302.074					293.336	2430.93	0.199365	0.00000338541	293.336	2430.93					197.839	10808.9	0.134233	0.00000322357	197.839	10808.9
143.322	312.794	0.0965398	32.9714	284.757	301.966	0.193467	0.00000111538	284.757	301.966					293.735	2431.36	0.199365	0.00000338601	293.735	2431.36					198.108	10808.8	0.134233	0.00000322354	198.108	10808.8
143.515	295.416	0.0965398	32.0424	285.144	301.867	0.193467	0.00000111502	285.144	301.867					294.134	2431.81	0.199365	0.00000338664	294.134	2431.81					198.377	10808.7	0.134233	0.00000322351	198.377	10808.7
143.708	288.466	0.0965398	31.6632	285.531	301.777	0.193467	0.00000111468	285.531	301.777					294.533	2432.29	0.199365	0.0000033873	294.533	2432.29					198.646	10808.6	0.134233	0.00000322348	198.646	10808.6
143.902	316.269	0.0965398	33.154	285.919	301.698	0.193467	0.00000111439	285.919	301.698					294.933	2432.79	0.199365	0.000003388	294.933	2432.79					198.914	10808.5	0.134233	0.00000322346	198.914	10808.5
144.095	264.137	0.0965398	30.2986	286.306	301.633	0.193467	0.00000111415	286.306	301.633					295.332	2433.32	0.199365	0.00000338874	295.332	2433.32					199.183	10808.4	0.134233	0.00000322344	199.183	10808.4
144.288	253.711	0.0965398	29.6946	286.693	301.581	0.193467	0.00000111396	286.693	301.581					295.731	2433.87	0.199365	0.00000338951	295.731	2433.87					199.452	10808.4	0.134233	0.00000322343	199.452	10808.4
144.481	232.858	0.0965398	28.4481	287.081	301.546	0.193467	0.00000111383	287.081	301.546					296.13	2434.45	0.199365	0.00000339031	296.13	2434.45					199.721	10808.4	0.134233	0.00000322342	199.721	10808.4
